label_id,matched_wording,product_type,product_construction,product_material,product_treatment,product_type_status,review_status,reviewed_by,review_note
gold-7c9605f54fa1f981,Bank,Bank,,Ceramic,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-7ce1b82aeaf50c27,Storage Box,Storage Box,Lift-Off,Greyboard,,accepted,reviewed,Codex independent catalog reviewer,"Physical lift-off-lid box explicitly stated, but neither Hard nor equivalent rigidity/construction stated. Greyboard material alone cannot teach Hard subtype. Preserve explicit Lift-Off, Greyboard and any stated foil."
gold-7d04a7cd114f1607,Framed Print,Framed Print,Framed,,,accepted,reviewed,Codex independent material gold reviewer,"Source names mirror, not glass; reflective substrate is unstated"
gold-7d19c3c273f0cfb1,MDF Box,MDF Box,,MDF,LED,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-7d70a4223fbb482e,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass,Diamond Dust,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-7d83b81a121a65b0,Mirror,Mirror,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-7d998dc83f3cecb1,Sign,Sign,,Metal,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-7dd0a26876033d25,Memo Board,Memo Board,,,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-7dd715aed00fc479,Plaque,Plaque,,Acrylic,LED,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-7e42232208059e39,Chalkboard,Chalkboard,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-7e5fe06ae512ca21,Canvas,Canvas,,Canvas,Foil; Gel Coat; Glitter,accepted,reviewed,Codex independent treatment gold reviewer,"One physical product noun governs coordinated finishes; assorted licenses qualifies licensing, not separate finish variants"
gold-7e81b31e693f22f6,Art,Art,Molded,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-7ee2433fbefa2779,Tabletop LED Art,Tabletop LED Art,,Acrylic,LED,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-7ef0e6ba0a640203,Plaque,Plaque,,Fabric; MDF,Glitter; Screenprint,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-7f77250c9654148a,Floating Character Box,Floating Character Box,Floating,MDF,LED,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned. Source class correction: explicit Oxford means Fabric; floating character physical form and floating frame vocabulary retained.
gold-7fb72875fe4aaf74,Wall Hook,Wall Hook,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-7fbf3caf169b5459,Wall Monogram,Wall Monogram,Weighted Bottom,Suede,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-7fd4df15709cdb6e,Framed Relief Art,Framed Relief Art,3D; Framed,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-802183be35e47eaf,Leaner Sign,Leaner Sign,,,LED,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-8032e0faf9ca6626,Faux Book,Faux Book,Set,,,accepted,reviewed,Codex independent construction gold reviewer,"An explicit multi-piece/set count describes the physical products, not artwork."
gold-806bdd3e13d2a106,Wall Art,Wall Art,Framed,Fabric,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-80d7d96c1d74003f,Storage Hamper,Storage Hamper,,PU,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-80e6e031708d95fe,Frame,Frame,,Fabric,,accepted,reviewed,Codex independent frame-print gold reviewer,"Source names a frame and its contents/features, not a distinct art product."
gold-80e8d47392f61f7e,Jewelry Box,Jewelry Box,,Fabric; Greyboard,Embroidery,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-81a3a80f32f225ef,Storage Toy Chest,Storage Toy Chest,,Fabric; Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned. Source class correction: explicit Oxford means Fabric; floating character physical form and floating frame vocabulary retained.
gold-81add8a812a65e65,Message Board,Message Board,Shadowbox,Glass,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-81ceacc96e051bc9,Memo Board,Memo Board,Magnetic,Fabric,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-81e5cff55ad11be6,Photo Frame,Photo Frame,Die-Cut,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-82184897ed056436,Canvas,Canvas,,Canvas; Chenille,,accepted,reviewed,Codex independent material gold reviewer,Explicit with chenille clause; embroidery retained only when stated
gold-822959984f152790,Framed Print,Framed Print,Framed,MDF,LED,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8283c2557b9b03b9,Photo Frame,Photo Frame,,MDF; Paper,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-82b64d0acbb65f4d,Sign,Sign,,Glass,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-82daed56874c73f8,Phone Stand,Phone Stand,Molded,PVC,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-82e5789bfc1b8aee,Embroidery Art,Embroidery Art,,,Embroidery,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-8354883938ee81de,Framed Print,Framed Print,Floating Frame,MDF,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-838b1a398035d708,Canvas,Canvas,,Canvas,Glitter; LED,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-83e0da0ec5d41c4f,Framed Print,Framed Print,Framed,Glass; Paper,,accepted,reviewed,Codex independent catalog reviewer,"Physical framed printed publication under glass, not an empty frame. Canonical Framed Print agrees with source-identical comic-book/newspaper peers 10040,10043,10105,12008,16167,17113; no identity-derived attributes."
gold-83fdb83c1f6a9320,Sign,Sign,,,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-8406beed9ecf25ef,Clock,Clock,Die-Cut; Step Movement,Acrylic,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-8448ef369eb0475d,Storage Bin,Storage Bin,Tapered,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-844a6558e112ee56,Framed Print,Framed Print,Framed,,Glitter,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-84cf0048b29fccd6,Framed Canvas,Framed Canvas,Framed,Acrylic; Canvas,Spot Varnish,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-84dc8bd266a53a86,Storage Bin,Storage Bin,Set; Tapered,,,accepted,reviewed,Codex independent construction and treatment gold reviewer,The earlier gold correction added explicit three-piece Set but accidentally dropped equally explicit Tapered construction; retain both.
gold-85114d2bbacfd21e,Pennant,Pennant,Hanging,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-861b3645dc9b5310,Lawn Sign,Lawn Sign,Corrugated,Metal; PP,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-87b750f195a1af01,Print,Print,,,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-87b9c82f398957e6,Shelf,Shelf,,Acrylic,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-87f0ef1ea481c829,Hard Storage Box,Hard Storage Box,,Greyboard,,accepted,reviewed,Codex independent construction gold reviewer,Book storage does not explicitly state faux-book or book-shaped construction; storing books and resembling books cannot be distinguished from noun phrase alone.
gold-88177c5272ecc766,Recipe Box,Recipe Box,,Greyboard,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-885660c3c492e28f,Kitchen Organizer,Kitchen Organizer,,Plastic,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-88570a50797bed02,Framed Print,Framed Print,Floating Frame,Paper,Embossed,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned. Source class correction: explicit Oxford means Fabric; floating character physical form and floating frame vocabulary retained.
gold-887e4902ad03fc17,Framed Glass Shadowbox,Framed Glass Shadowbox,Raised,Canvas; Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-888c5407d5141eea,Block,Block,Shaped,MDF,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-88a0914941b3715d,Wall Hook,Wall Hook,Die-Cut,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-891c82e2862062c7,Plaque,Plaque,Die-Cut,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-8973888299a6278a,Framed Glass Shadowbox,Framed Glass Shadowbox,Framed,Glass,Glitter,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-899ed45382786732,Desktop Organizer,Desktop Organizer,Four-Compartment,,,accepted,reviewed,Codex independent catalog reviewer,"4 compartment immediately qualifies desktop organizer physical partition construction, before model/artwork names. Not pack count, dimension, property sequel number or mixed products."
gold-89eb2b6d17668c20,Relief Art,Relief Art,3D,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-8a0156a36ea012e8,Framed Art,Framed Art,Floating Frame; Wrapped,Linen,Embroidery,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-8afed42a1cb46ff8,Storage Bin,Storage Bin,,Fabric; Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8b54f9dabfa1b9c3,Tabletop Block,Tabletop Block,,Ceramic,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8b77f75f431a73bf,Candle Holder,Candle Holder,With Shelf,,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-8b925c78ceeac4b9,Light,Light,Die-Cut,MDF,LED,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-8b992406ae7e2f57,Frame,Frame,Setback,,,accepted,reviewed,Codex independent catalog reviewer,Bare setback frame does not establish a framed inner product.
gold-8ba97e952e38d8fd,Framed Canvas,Framed Canvas,Framed,Canvas,Embossed,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-8bb306172ca6fe56,Tabletop Art,Tabletop Art,,MDF,,accepted,reviewed,Codex independent partition three source reviewer,"The source explicitly calls this tabletop art. Spinning letters describe its form, while the displayed words are artwork and must not determine the product type. Decorative Word relied on the displayed text rather than the product noun."
gold-8c56d66f0dfae533,Door Sign,Door Sign,Reversible,,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-8c785907e07e7e45,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Puff Paint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-8cb4213c25404dea,Trinket Tray,Trinket Tray,,Ceramic,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-8cc54cbf3e96b646,Framed Art,Framed Art,Framed,,Diamond Dust,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8cde7dd9c982ec3f,Wall Art,Wall Art,,MDF,,accepted,reviewed,Codex independent material gold reviewer,MDF explicitly names base or frame material in physical product clause.
gold-8d037a56856c2ef9,Photo Display String,Photo Display String,,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-8d3f658d428cbe25,Art,Art,,,Glitter; UV Lacquer,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed explicit physical wording; no inferred wall/tabletop form or material
gold-8d729ed988d98664,Mug,Mug,,Ceramic,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-8db74ddc5f532842,Wall Art,Wall Art,Framed,,,accepted,reviewed,Codex independent material gold reviewer,"Frame or framed explicitly describes physical wall art, sign, or mirror rather than artwork scene."
gold-8e1056b342282129,Framed Print,Framed Print,Framed,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8e45402c08af4c37,Storage Basket,Storage Basket,Rope,Cotton,Applique,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-8e4997a0b7bd558d,Framed Canvas,Framed Canvas,Floating Frame,Canvas; Wood,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-8e99308a8b9e71ee,Block,Block,Die-Cut,MDF,High Gloss,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-8f3e8e05e7328171,Countdown Calendar,Countdown Calendar,,,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-8f472b40e39838e8,Mirror,Mirror,Shaped,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-8fadcec4bbfa509a,Plaque,Plaque,,Glass,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-8fd8bb7797cc430e,Decorative Letter,Decorative Letter,,MDF; Metal,Embossed,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-9113022061100dfd,Mirror,Mirror,,EVA Foam,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-917932717c546a82,Block,Block,,MDF,Glitter; Screenprint,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-918e7228e25a0ac9,Framed Art,Framed Art,Framed; Setback,Wood,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-91db20271348d185,Shelf,Shelf,,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independent physical noun and all observed modifier groups reviewed; semantic suffix contexts and every underscore variant inspected; no reader predictions
gold-91e286a5d502646c,Storage Hamper,Storage Hamper,Pop-Up,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-921c0b15ef650f15,Canvas,Canvas,Staggered,Canvas,Glitter,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-9262f06cee605a0c,Framed Print,Framed Print,Framed,Glass; MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-928f769d2c41d5b2,Plaque,Plaque,Laser-Cut,MDF,,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-92e3f85c5dab4a18,Relief Art,Relief Art,3D,MDF,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-92eeea0ea9168b33,Art,Art,,,Metallic,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-9321025676034b2d,Lenticular Art,Lenticular Art,,,,accepted,reviewed,Codex evaluation agent independent source review,Source wording independently inspected; product nouns explicit; artwork/size/color excluded; only stated materials and treatments retained. No physical framing asserted; jumping out of frame describes depicted art rather than construction.
gold-934f1dc2554e4911,MDF Box,MDF Box,,MDF,Spot Varnish,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-934f44260f22e619,Glass Art,Glass Art,Chain,Glass,Stained Glass,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9363b26d5ea0ca23,Canvas,Canvas,Stretched,Canvas,Foil,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-937fa0379b0bf86f,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9380c50169978f6d,Framed Art,Framed Art,Framed; Setback,,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-938e55eeccdae942,Storage Basket,Storage Basket,,Fabric,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-939b2b4fb9e853b7,Rug,Rug,Runner,Cotton,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-93a27c6b6a1e76dd,Canvas,Canvas,,Canvas; Faux Leather,Handpaint,accepted,reviewed,Codex independent treatment gold reviewer,"Source states handpaint and faux leather, without saying an attachment treatment; remove inferred Attachment."
gold-93ae493ea84f99ea,Storage Bin,Storage Bin,Rope,Cotton; Felt,Applique,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-93c2eab38deebbb7,Framed Art,Framed Art,Framed; Molded,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-941cd083226de91b,Foam Wall Decor,Foam Wall Decor,Hand-Cut,Foam,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-949759e706ad84de,Canvas Tapestry,Canvas Tapestry,Hanging,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-95375c4547eadbd6,Canvas Tapestry,Canvas Tapestry,,Canvas,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-954f6bb835694587,Block,Block,Die-Cut,MDF,LED,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-955bf85e9245554d,Framed Glass Shadowbox,Framed Glass Shadowbox,,Glass; Paper,Foil,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9595378eccb3e79d,Block,Block,,Glass,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-95b0207788d2dc97,Block,Block,Die-Cut; Shaped,MDF,,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-95b33b148ccea4d5,Framed Print,Framed Print,Deep Frame; Framed,MDF,,accepted,reviewed,Codex independent construction gold reviewer,"Printed MDF IN Deep Frame explicitly identifies physical frame depth, not artwork adjective. Depth is stated rather than inferred from dimensions."
gold-95b50502fd7f578c,Decorative Chain,Decorative Chain,,Ceramic,,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-95c8d8d37ca02230,Rug,Rug,,Fur,,accepted,reviewed,Codex primary implementer,Individual source description reviewed; only stated physical nouns and attributes retained; artwork and dimensions ignored.
gold-95d953f59b2d2da8,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Foil; Pearls,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-95e4e97053f06f7d,Storage Ottoman,Storage Ottoman,Non-Collapsible,MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-95fb35e33d206920,Block,Block,Set,MDF,,accepted,reviewed,Codex independent construction gold reviewer,"An explicit multi-piece/set count describes the physical products, not artwork."
gold-96157e2e3471d468,Block,Block,Die-Cut,MDF,Foil,accepted,reviewed,Codex independent construction gold reviewer,"Physical source wording; dimensions, licensor, property, color and artwork excluded."
gold-96c6e01ed01a3ba2,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Gold Leaf; Puff Paint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed underscore product group; suffix semantic contexts checked; no reader predictions
gold-970684ecfd63d6e7,Framed Canvas,Framed Canvas,Floating Frame,Canvas,High Gloss,accepted,reviewed,Codex independent product-type gold reviewer,Physical clause FLTR/floatr FRM CNVS W HGH GLSS explicitly states floater-frame canvas with high gloss; prior licensed/artwork words do not alter product.
gold-979c74c14df04a70,Canvas,Canvas,Rope-Wrapped,Canvas; Rope,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-97c5f58d496a0262,Framed Canvas,Framed Canvas,Framed; Matted,Canvas,Handpaint,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-985bf3d443d236c9,Art,Art,,Satin,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-986e97dcfc0c5a67,Canvas,Canvas,,Canvas,Embellished,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-989ebd656b2fde77,Ring Dish,Ring Dish,,Ceramic,,accepted,reviewed,Codex independent catalog reviewer,Source wording independently reviewed; physical noun and explicit modifiers
gold-98eff1b94bbfe7c7,Tall Sign,Tall Sign,,MDF,Glitter,accepted,reviewed,Codex primary implementer,Source physical-wording and suffix-attribute groups independently inspected. Artwork nouns and material-looking substrings excluded; no MG codes or reader predictions.
gold-99fe24863d479f3d,Framed Canvas,Framed Canvas,Floating Frame,Canvas,Glitter,accepted,reviewed,Codex independent catalog reviewer,Independent source phrase grouping; all156 semantic suffix patterns reviewed with up to3 contexts each; restricted direct modifier syntax; no reader predictions
gold-9aa0612df59344c3,Storage Toy Chest,Storage Toy Chest,Domed,Greyboard,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9af5cc2fd3c4caa4,Wall Art,Wall Art,Hanging,Wool,Embroidery,accepted,reviewed,Codex independent material gold reviewer,The explicit product noun is wall art; hanging is construction. Same physical phrase as 56 existing Wall Art/Hanging rows. Wool fabric is one wool textile.
gold-9b8bbb2002ecd945,Light-Up Silhouette,Light-Up Silhouette,,MDF,,accepted,reviewed,Codex evaluation agent independent full source review,Light-up silhouette explicit; LED only stated in 8807.
gold-9bbb1631f90abd16,Decorative Word,Decorative Word,Wrapped,,,accepted,reviewed,Codex evaluation agent independent source review,"Independent full source inspection; physical wording reviewed, artwork does not establish material or type."
gold-9bbbfba459ce0c65,Clock,Clock,Die-Cut; Step Movement,Metal,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-9bd57d8114325ce5,Framed Glass Shadowbox,Framed Glass Shadowbox,Raised,Glass,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
gold-9c2878c3f99460c2,Sequin Art,Sequin Art,Flip,,Sequins,accepted,reviewed,Codex independent catalog reviewer,Physical wording and modifiers independently reviewed against source
gold-9ca2070a00ba7be9,Tapestry,Tapestry,,,,accepted,reviewed,Codex independent catalog reviewer,Independently reviewed source physical-wording group and complete semantic modifier contexts
gold-9cb825b1d1fb2900,Frame,Frame,Floating Frame,,High Gloss,accepted,reviewed,Codex evaluation agent independent full source review,Explicit source product wording; assortment/sample words do not erase product evidence.
gold-9cd6ea4dce307fa8,Photo Frame,Photo Frame,Scalloped,Fabric; MDF,,accepted,reviewed,Codex evaluation agent source review,Independent full source selection inspection; explicit physical wording and adjacent modifiers; artwork excluded. Unassessed subtype selections are not assigned.
